Objects
100
,,Global Angle 511DRONE:511DRONE,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
358,0,0.0143838,-0.0507764,3.2782,-98.069,-127.111,417.47
359,0,-0.00589214,-0.0428477,3.27744,-98.0222,-127.748,417.732
360,0,-0.00118214,-0.0458522,3.28096,-98.0613,-128.356,417.878
361,0,0.00294853,-0.0550387,3.28222,-98.0259,-128.958,418.104
362,0,0.0149226,-0.0552915,3.27943,-98.0617,-129.431,418.156
363,0,0.0181194,-0.0436368,3.27916,-98.0949,-130.049,418.368
364,0,0.0108217,-0.0527081,3.28082,-98.1351,-130.596,418.558
365,0,-0.00720944,-0.0335999,3.2795,-98.1696,-131.266,418.868
366,0,0.00558219,-0.0336949,3.28045,-98.1815,-131.903,418.908
367,0,0.0031965,-0.0506376,3.28099,-98.2229,-132.359,419.113
368,0,0.00582985,-0.0550509,3.27615,-98.2602,-132.888,419.331
369,0,0.0108869,-0.0561428,3.27814,-98.1374,-133.411,419.395
370,0,0.00320597,-0.0535959,3.2783,-98.131,-133.955,419.621
371,0,-0.0044929,-0.0458061,3.27997,-98.1174,-134.543,419.892
372,0,-0.000824054,-0.0521422,3.27775,-98.0815,-135.076,419.99
373,0,-0.00041898,-0.0501019,3.27677,-98.0707,-135.578,420.156
374,0,-0.00273153,-0.0474095,3.2743,-98.1417,-136.052,420.397
375,0,0.00953304,-0.0542155,3.28002,-98.1996,-136.545,420.532
376,0,-0.0230085,-0.0505384,3.28859,-98.0694,-136.953,420.652
377,0,-0.0352229,-0.0438269,3.28533,-98.0202,-137.456,420.986
378,0,-0.00509153,-0.0420195,3.27861,-98.0143,-138.037,421.304
379,0,0.00436148,-0.0409028,3.27969,-97.9687,-138.608,421.365
380,0,0.00423161,-0.0348869,3.27726,-97.9536,-139.018,421.635
381,0,0.00981497,-0.0502564,3.27587,-97.9593,-139.434,421.762
382,0,0.00917832,-0.061337,3.27753,-97.9412,-139.845,422.039
383,0,-0.00627806,-0.039159,3.27707,-97.8138,-140.306,422.414
384,0,0.00108433,-0.0419215,3.27705,-97.7688,-140.743,422.588
385,0,0.00140699,-0.0441128,3.27958,-97.7402,-141.18,422.876
386,0,-0.00214188,-0.0431044,3.27506,-97.6739,-141.593,423.192
387,0,-0.00122594,-0.032507,3.27573,-97.6431,-142,423.45
388,0,-0.00207251,-0.033588,3.27754,-97.5566,-142.451,423.736
389,0,-0.0316764,-0.0411341,3.2843,-97.482,-142.724,423.905
390,0,-0.0387739,-0.037309,3.28438,-97.3602,-143.112,424.246
391,0,-0.0342316,-0.0410792,3.28428,-97.2841,-143.48,424.461
392,0,0.00334029,-0.0462008,3.27705,-97.3108,-143.916,424.768
393,0,0.00375168,-0.0509102,3.27706,-97.2754,-144.237,425.134
394,0,0.0118087,-0.0465392,3.27612,-97.1159,-144.571,425.381
395,0,0.0138939,-0.047683,3.27639,-96.9996,-144.943,425.671
396,0,-0.000616134,-0.0401807,3.27938,-96.9184,-145.322,426.147
397,0,0.00562628,-0.0489855,3.27474,-96.814,-145.681,426.357
398,0,0.00693324,-0.0492861,3.27524,-96.7195,-145.945,426.603
399,0,0.0028887,-0.040321,3.27312,-96.6349,-146.251,427.025
400,0,0.0136866,-0.0455464,3.2736,-96.5547,-146.529,427.278
401,0,-0.0220594,-0.0510173,3.28291,-96.2671,-146.754,427.453
402,0,0.0110707,-0.0456636,3.27591,-96.1641,-147.139,427.857
403,0,0.0166689,-0.0544492,3.27435,-96.0232,-147.399,428.078
404,0,0.0128004,-0.0442522,3.27694,-95.9208,-147.736,428.476
405,0,0.00525814,-0.034858,3.273,-95.8277,-147.972,428.778
406,0,0.0052349,-0.0366482,3.27436,-95.6292,-148.266,429.081
407,0,-0.00180957,-0.0355346,3.27449,-95.4907,-148.501,429.446
408,0,0.009573,-0.0554037,3.27405,-95.3066,-148.723,429.656
409,0,0.0132166,-0.0487077,3.27358,-95.1311,-148.922,429.843
410,0,0.00446003,-0.0404286,3.26995,-95.0135,-149.132,430.249
411,0,-0.00655276,-0.0356475,3.27214,-94.8017,-149.406,430.685
412,0,-0.012332,-0.0328294,3.27149,-94.5965,-149.592,431.003
413,0,-0.0017625,-0.0472252,3.27184,-94.4319,-149.753,431.057
414,0,0.00629967,-0.0450853,3.27214,-94.2241,-149.936,431.326
415,0,0.00134489,-0.0413398,3.27224,-94.1023,-150.128,431.657
416,0,0.00377207,-0.0550065,3.26847,-93.9076,-150.288,431.781
417,0,0.00428103,-0.0455352,3.27109,-93.6878,-150.454,432.105
418,0,0.0114844,-0.0542459,3.27251,-93.5014,-150.607,432.27
419,0,0.0166614,-0.0590037,3.27218,-93.3529,-150.788,432.569
420,0,0.0104894,-0.0484425,3.26917,-93.1575,-150.903,432.856
421,0,-0.00276872,-0.0415599,3.27135,-92.9211,-151.114,433.199
422,0,-0.00543347,-0.0430607,3.27323,-92.7428,-151.248,433.486
423,0,-0.00426489,-0.0511616,3.27262,-92.5911,-151.38,433.648
424,0,0.000491242,-0.0516083,3.27253,-92.3846,-151.507,433.815
425,0,-0.0047335,-0.0438788,3.26886,-92.2308,-151.649,434.173
426,0,-0.00927348,-0.0396405,3.27251,-92.0164,-151.783,434.449
427,0,-0.0183461,-0.044983,3.26847,-91.7477,-151.854,434.743
428,0,-0.0316668,-0.0608674,3.27869,-91.4415,-151.808,434.835
429,0,0.0110384,-0.0702937,3.27285,-91.2931,-152.007,435.079
430,0,0.0100271,-0.0676596,3.27118,-91.1004,-152.148,435.373
431,0,-0.0224454,-0.0594396,3.27793,-90.7633,-152.276,435.503
432,0,-0.0261699,-0.0551867,3.27942,-90.5675,-152.303,435.799
433,0,-0.0321856,-0.0404199,3.28226,-90.3879,-152.474,436.168
434,0,-0.0449921,-0.0418778,3.27822,-90.0565,-152.561,436.425
435,0,-0.0318445,-0.0474517,3.27577,-89.8534,-152.607,436.561
436,0,-0.0378003,-0.0447739,3.27507,-89.6043,-152.68,436.878
437,0,0.000998635,-0.0418844,3.27347,-89.4295,-152.875,437.099
438,0,-0.0111081,-0.0385625,3.27021,-89.1767,-152.963,437.448
439,0,-0.00197308,-0.0496122,3.27099,-88.8899,-153.007,437.524
440,0,-0.00173743,-0.0463884,3.27037,-88.6488,-153.074,437.762
441,0,0.00378426,-0.0464641,3.2684,-88.4546,-153.168,438.002
442,0,3.95335e-05,-0.0489274,3.26872,-88.1257,-153.249,438.17
443,0,-0.000499064,-0.0437438,3.26953,-87.8619,-153.289,438.341
444,0,0.0114283,-0.0559063,3.27059,-87.5785,-153.367,438.338
445,0,0.00609182,-0.0636637,3.27084,-87.36,-153.391,438.605
446,0,-0.00911065,-0.0497517,3.2672,-87.1024,-153.548,438.85
447,0,-0.0058129,-0.0462357,3.26812,-86.8109,-153.614,438.96
448,0,-0.00555644,-0.0429042,3.27015,-86.5709,-153.676,439.13
449,0,0.0068756,-0.0539351,3.27283,-86.3119,-153.759,439.234
450,0,-0.0341894,-0.0504741,3.27633,-85.9418,-153.744,439.415
451,0,-0.0340927,-0.0443903,3.27667,-85.6527,-153.735,439.557
452,0,-4.6763e-05,-0.0486887,3.27216,-85.3856,-153.855,439.732
453,0,-0.00358017,-0.0482873,3.27304,-85.1337,-153.935,439.915
454,0,-0.00515155,-0.0501625,3.27102,-84.8201,-154.016,440.041
455,0,-0.00189698,-0.0484522,3.2714,-84.5269,-154.057,440.073
456,0,-0.0062627,-0.0438304,3.26963,-84.2341,-154.11,440.278
457,0,-0.0142616,-0.0436534,3.27079,-83.9106,-154.193,440.415
458,0,-0.0181824,-0.053261,3.27182,-83.6131,-154.247,440.537
459,0,-0.0117555,-0.0494502,3.27131,-83.2684,-154.254,440.539
460,0,-0.0099846,-0.0578931,3.27077,-82.9646,-154.297,440.603
461,0,-0.00697584,-0.0573756,3.2702,-82.7125,-154.334,440.764
462,0,0.000287207,-0.0605173,3.26831,-82.4383,-154.377,440.802
463,0,0.00123637,-0.0564945,3.26928,-82.1175,-154.433,440.822
464,0,-0.0057756,-0.0591676,3.26746,-81.8562,-154.41,440.945
465,0,0.00438424,-0.0695302,3.2696,-81.6056,-154.465,440.989
466,0,-0.0296628,-0.0639783,3.27751,-81.2288,-154.399,441.106
467,0,-0.0398834,-0.0589986,3.28394,-80.9176,-154.452,441.26
468,0,0.00562922,-0.0647714,3.28167,-80.6924,-154.607,441.308
469,0,-0.0116619,-0.0517085,3.29341,-80.4351,-154.633,441.573
470,0,-0.0404249,-0.0576388,3.30344,-80.1163,-154.554,441.494
471,0,-0.0346799,-0.0723737,3.3185,-79.7521,-154.611,441.473
472,0,-0.0243443,-0.0700427,3.33289,-79.4428,-154.682,441.639
473,0,-0.0142011,-0.0721622,3.3422,-79.1692,-154.675,441.668
474,0,-0.0208578,-0.0722284,3.35721,-78.87,-154.733,441.724
475,0,-0.019384,-0.0726631,3.37365,-78.6309,-154.782,441.767
476,0,-0.017161,-0.0667198,3.38666,-78.3803,-154.827,441.764
477,0,-0.017808,-0.0702966,3.40398,-78.0786,-154.874,441.748
478,0,-0.00868483,-0.0785532,3.41808,-77.8656,-154.966,441.757
479,0,-0.0554029,-0.038816,3.44677,-77.5479,-155.058,442.076
480,0,-0.0581535,-0.0374904,3.46357,-77.2521,-155.153,442.049
481,0,-0.065778,-0.0497089,3.48272,-77.0119,-155.171,442.135
482,0,-0.060105,-0.0568338,3.50691,-76.8886,-155.358,442.234
483,0,-0.0647592,-0.0619427,3.5255,-76.5571,-155.37,442.222
484,0,-0.0531576,-0.0549717,3.54875,-76.3319,-155.337,442.064
485,0,-0.0581068,-0.0397018,3.56872,-76.1992,-155.43,442.244
486,0,-0.0406274,-0.0666768,3.59486,-75.9516,-155.521,442.158
487,0,-0.0501297,-0.0710708,3.6262,-75.4978,-155.551,441.985
488,0,-0.0272129,-0.0818723,3.64727,-75.3477,-155.551,441.924
489,0,-0.0425532,-0.0749041,3.66993,-75.1115,-155.775,442.121
490,0,-0.0420269,-0.0697649,3.69448,-74.9619,-155.797,442.156
491,0,-0.0338047,-0.0574202,3.71939,-74.6804,-155.931,442.109
492,0,-0.00953809,-0.0740085,3.74307,-74.5483,-155.97,442.091
493,0,-0.0196872,-0.0641829,3.76953,-74.3652,-156.158,442.33
494,0,-0.0235087,-0.0529633,3.79404,-74.1225,-156.201,442.283
495,0,-0.0193469,-0.0662236,3.81755,-74.0225,-156.175,442.242
496,0,-0.00844568,-0.0775106,3.84897,-73.6928,-156.332,442.324
497,0,-0.0498966,-0.0539896,3.88076,-73.4163,-156.421,442.557
498,0,-0.0395552,-0.0619624,3.91065,-73.1473,-156.486,442.54
499,0,0.000789435,-0.0816139,3.93624,-73.0297,-156.649,442.509
500,0,0.0104194,-0.0860606,3.96741,-72.7723,-156.671,442.429
501,0,-0.0230123,-0.0881973,4.00374,-72.3993,-156.728,442.636
502,0,-0.00870394,-0.08502,4.03574,-72.1913,-156.904,442.702
503,0,0.0261846,-0.0902747,4.06026,-72.0373,-156.959,442.603
504,0,0.0329653,-0.0853252,4.09518,-71.768,-157.152,442.67
505,0,-0.0119417,-0.077989,4.13672,-71.4011,-157.233,442.922
506,0,-0.00931409,-0.0765258,4.16891,-71.1832,-157.323,442.947
507,0,0.0333568,-0.0925892,4.20026,-70.9395,-157.516,442.93
508,0,0.0317341,-0.0796577,4.22001,-70.4228,-157.675,442.932
509,0,0.0130915,-0.117427,4.25039,-70.012,-157.819,443.122
510,0,0.0505466,-0.124831,4.27705,-69.7601,-157.984,443.124
511,0,0.0628077,-0.145969,4.29818,-69.2477,-158.15,443.01
512,0,0.0405584,-0.132591,4.33651,-68.8134,-158.365,443.141
513,0,0.0220155,-0.118403,4.36973,-68.3115,-158.556,443.179
514,0,0.0395992,-0.129804,4.40563,-67.9449,-158.773,443.278
515,0,0.0470846,-0.1558,4.43964,-67.5734,-159.024,443.423
516,0,0.0789597,-0.204472,4.47574,-67.191,-159.21,443.334
517,0,0.0834373,-0.210236,4.49674,-66.6631,-159.48,443.243
518,0,0.102274,-0.239197,4.52974,-66.1203,-159.708,443.255
519,0,0.0832302,-0.242105,4.55468,-65.5408,-159.961,443.371
520,0,0.0992614,-0.276461,4.58709,-64.8453,-160.227,443.404
521,0,0.0614518,-0.268667,4.618,-64.1052,-160.502,443.539
522,0,0.0769304,-0.282202,4.65402,-63.3388,-160.952,443.514
523,0,0.0596184,-0.245756,4.70015,-62.7446,-161.334,443.314
524,0,0.114576,-0.272161,4.72853,-62.1216,-161.761,443.301
525,0,0.143572,-0.287283,4.76166,-61.3923,-162.054,443.058
526,0,0.192912,-0.277335,4.79577,-60.5223,-162.522,443.12
527,0,0.144328,-0.295473,4.82148,-59.6718,-163.015,443.139
528,0,0.176474,-0.297633,4.85798,-58.7594,-163.492,442.963
529,0,0.107978,-0.310087,4.89026,-57.756,-163.972,443.061
530,0,0.109114,-0.308805,4.92411,-56.7387,-164.579,443.053
531,0,0.117992,-0.324772,4.95494,-55.7309,-165.089,442.907
532,0,0.183679,-0.29816,4.98381,-54.6232,-165.801,442.709
533,0,0.244625,-0.257042,5.01166,-53.5248,-166.437,442.485
534,0,0.07325,-0.314735,5.06472,-52.3666,-166.706,442.671
535,0,0.0591846,-0.331034,5.09612,-51.2934,-167.552,442.699
536,0,0.110939,-0.279306,5.13559,-50.0637,-168.19,442.394
537,0,0.0635766,-0.318122,5.15288,-48.6275,-168.869,442.539
538,0,0.0195355,-0.284411,5.20264,-47.5792,-169.663,442.286
539,0,-0.0345771,-0.278801,5.2259,-46.2188,-170.396,442.416
540,0,0.0377595,-0.317497,5.26617,-45.094,-171.125,442.058
541,0,0.0264802,-0.306566,5.29294,-43.7032,-171.976,441.957
542,0,0.00202767,-0.320285,5.33673,-42.3408,-172.816,441.883
543,0,0.01716,-0.383552,5.35828,-41.0928,-173.523,441.665
544,0,-0.0394165,-0.292311,5.41709,-39.3675,-174.403,441.512
545,0,0.00677037,-0.37426,5.436,-38.1659,-175.389,441.495
546,0,0.0684411,-0.402372,5.46593,-36.698,-176.25,441.357
547,0,0.00928268,-0.406857,5.50142,-35.2421,-177.152,441.239
548,0,0.102499,-0.510891,5.51685,-33.7624,-178.143,441.228
549,0,0.0618434,-0.445313,5.56082,-32.2917,-179.064,440.899
550,0,0.00957293,-0.438057,5.60504,-30.7442,-180.053,440.76
551,0,0.097229,-0.473397,5.63158,-29.2266,-181.036,440.641
552,0,0.0187388,-0.573548,5.65554,-27.777,-182.049,440.675
553,0,0.0875939,-0.623084,5.67496,-26.1984,-183.097,440.586
554,0,0.00901694,-0.399434,5.73326,-24.4919,-184.144,440.356
555,0,0.0335639,-0.559056,5.75098,-23.014,-185.24,440.412
556,0,-0.0104488,-0.522287,5.79495,-21.3647,-186.335,440.27
557,0,-0.17166,-0.347511,5.8381,-19.7411,-187.457,440.031
558,0,-0.0342294,-0.612465,5.84798,-18.1944,-188.652,440.207
559,0,-0.273955,-0.465826,5.88905,-16.5488,-189.802,440.079
560,0,-0.411632,-0.393243,5.92129,-14.9116,-190.992,439.96
561,0,-0.144146,-0.631787,5.94128,-13.2993,-192.331,440.176
562,0,-0.497488,-0.204633,5.9955,-11.6233,-193.546,439.753
563,0,-0.689132,0.00552944,6.01408,-9.96682,-194.776,439.625
564,0,-0.360394,-0.284484,6.06149,-8.44858,-196.124,439.764
565,0,-0.649168,-0.00793195,6.07971,-6.94155,-197.434,439.673
566,0,-1.27553,1.39396,5.85398,-5.06262,-198.724,439.53
567,0,-1.31428,0.973587,5.95545,-3.68939,-200.195,439.57
568,0,-1.2461,2.09892,5.7038,-2.32573,-201.556,439.385
569,0,-1.95599,3.32278,4.88316,-0.857012,-202.876,439.285
570,0,-1.42685,4.03763,4.55373,0.550535,-204.484,439.476
571,0,-0.0201706,-0.018229,0.020662,2.17892,-206.058,439.916
572,0,-0.0107892,-0.0315247,0.0507717,3.64986,-207.501,439.858
573,0,-0.0170992,-0.0262288,0.081879,5.00632,-209,439.994
574,0,-0.0290415,-0.0264879,0.110669,6.38161,-210.449,440.145
575,0,-0.0181553,-0.0375372,0.141631,7.71607,-211.913,440.114
576,0,-0.0305996,-0.0333444,0.177282,9.02409,-213.423,440.343
577,0,-0.0263953,-0.0379659,0.205399,10.3372,-214.918,440.332
578,0,-0.0187803,-0.0243343,0.238349,11.4275,-216.326,440.415
579,0,-0.0320985,-0.0452284,0.267219,12.7507,-217.776,440.521
580,0,-0.0446537,-0.0386359,0.296775,13.8735,-219.369,440.836
581,0,-0.038836,-0.0226208,0.337058,14.9157,-220.891,440.987
582,0,-0.0179989,-0.0267226,0.371755,15.9597,-222.28,440.9
583,0,-0.03368,-0.0292747,0.40178,17.1778,-223.836,441.179
584,0,-0.04404,-0.0254417,0.432814,18.1485,-225.354,441.379
585,0,-0.0220769,-0.0294752,0.467793,19.0639,-226.752,441.648
586,0,-0.0340213,-0.0244451,0.500821,20.1512,-228.289,441.624
587,0,-0.0174939,-0.0239196,0.531235,21.0529,-229.721,441.661
588,0,-0.00360443,-0.0309087,0.562329,21.9942,-231.189,441.871
589,0,-0.014877,-0.0114959,0.596174,22.8528,-232.553,442.164
590,0,-0.00897212,-0.0183461,0.626911,23.7321,-234.048,441.955
591,0,-0.0107398,-0.0200699,0.655163,24.7516,-235.656,442.325
592,0,-0.0147398,-0.00220111,0.682832,25.4156,-236.961,442.529
593,0,-0.0290698,-0.0165742,0.721171,26.3999,-238.547,442.535
594,0,-0.00853024,-0.0178802,0.750798,27.2143,-240.046,442.434
595,0,-0.00806041,-0.0208001,0.78082,28.0273,-241.578,442.347
596,0,-0.0020989,-0.00977827,0.813897,28.7264,-243.081,442.534
597,0,0.00644138,-0.0092464,0.847423,29.5492,-244.567,442.579
598,0,0.0163065,-0.00206219,0.878791,30.2821,-246.078,442.574
599,0,0.000628641,0.00256198,0.911542,31.0453,-247.729,442.653
600,0,0.0227745,-0.00958299,0.947173,31.8163,-249.212,442.74
601,0,0.018756,-0.0293398,0.977148,32.8584,-250.827,442.593
602,0,-0.00186874,-0.0333122,1.00941,33.6529,-252.565,442.488
603,0,0.0220523,-0.0333181,1.05169,34.3413,-254.013,442.528
604,0,0.0219959,-0.0156399,1.07693,35.0089,-255.809,442.713
605,0,0.0214073,-0.0137989,1.10781,35.6481,-257.539,442.709
606,0,0.0268649,-0.0178975,1.14366,36.3437,-259.154,442.609
607,0,0.03249,-0.0139505,1.1718,37.0692,-260.95,442.595
608,0,0.0218628,-0.0200831,1.19482,38.0165,-262.806,442.723
609,0,0.0287076,-0.0203382,1.23288,38.6959,-264.603,442.533
610,0,0.0149771,-0.0115234,1.25727,39.445,-266.499,442.725
611,0,0.0155495,-0.00952719,1.28682,40.1734,-268.357,442.783
612,0,0.0208229,-0.0210062,1.31408,41.1394,-270.334,442.79
613,0,0.0260654,-0.0194821,1.34771,41.7388,-272.211,442.734
614,0,0.0103129,-0.0054353,1.3879,42.4499,-274.365,442.947
615,0,-0.0021823,-0.00765021,1.42023,43.3169,-276.317,442.93
616,0,0.0102045,-0.022923,1.43999,44.0872,-278.33,443.01
617,0,0.0143558,-0.0200589,1.48004,44.8417,-280.213,443.055
618,0,0.00230214,-0.0120275,1.51709,45.6409,-282.409,443.257
619,0,0.00446407,-0.0176978,1.54908,46.4658,-284.588,443.245
620,0,-0.0032873,-0.0309342,1.58384,47.4814,-286.74,443.249
621,0,0.00549942,-0.0252959,1.61427,48.1547,-288.792,443.376
622,0,-0.00593052,-0.0275328,1.64705,48.9283,-291.037,443.507
623,0,-0.00403191,-0.0313293,1.6751,49.6923,-293.267,443.612
624,0,-0.00466268,-0.0374099,1.71,50.5631,-295.5,443.659
625,0,0.00673741,-0.0362176,1.74074,51.2729,-297.715,443.743
626,0,-0.0071204,-0.0424807,1.76953,52.0189,-299.999,443.955
627,0,-0.00715121,-0.0440456,1.80224,52.8215,-302.229,444.171
628,0,-0.00658449,-0.0517113,1.82679,53.7829,-304.575,444.103
629,0,-0.0114419,-0.0499582,1.85924,54.5303,-306.897,444.336
630,0,-0.00590398,-0.0539606,1.8928,55.3411,-309.19,444.514
631,0,-0.0132163,-0.0536699,1.91696,56.1683,-311.65,444.702
632,0,-0.00917302,-0.0697907,1.94785,57.0169,-314.049,444.766
633,0,-0.0123825,-0.0602879,1.97808,57.8813,-316.451,444.992
634,0,-0.00300299,-0.0457743,2.00538,58.5217,-318.933,445.249
635,0,0.0157238,-0.0726146,2.04705,59.5206,-321.261,445.182
636,0,0.0146108,-0.0402774,2.07239,60.1513,-323.916,445.442
637,0,-0.00698484,-0.053343,2.10998,61.2656,-326.466,445.678
638,0,-0.00172663,-0.0624394,2.14684,62.1914,-328.948,445.726
639,0,0.00482765,-0.0527283,2.17642,63.07,-331.553,445.928
640,0,0.000419548,-0.0593145,2.21399,64.0749,-334.104,446.206
641,0,0.00977187,-0.0632518,2.24645,65.0279,-336.747,446.071
642,0,0.00650513,-0.0931931,2.28069,66.0101,-339.205,446.123
643,0,0.00116486,-0.0807183,2.31631,66.9377,-341.696,446.712
644,0,0.00791797,-0.0656494,2.34013,67.8735,-344.456,446.716
645,0,0.00696834,-0.0577702,2.36731,68.8664,-347.101,447.044
646,0,0.0152516,-0.0754169,2.39959,69.9129,-349.645,447.12
647,0,0.0195207,-0.0521066,2.42848,70.8617,-352.485,447.257
648,0,0.020204,-0.0676048,2.46084,72.0108,-355.078,447.51
649,0,0.0356357,-0.0723751,2.49284,73.0305,-357.815,447.465
650,0,0.0275441,-0.0582673,2.52182,74.1856,-360.569,447.718
651,0,0.0224009,-0.0800792,2.55539,75.2586,-363.268,447.948
652,0,0.0486034,-0.0734963,2.58174,76.4365,-366.109,447.826
653,0,0.0172825,-0.0350192,2.62404,77.8188,-368.956,448.133
654,0,0.0295801,-0.043504,2.65791,78.9134,-371.654,448.332
655,0,0.0264706,-0.029585,2.69068,80.3057,-374.542,448.29
656,0,0.0298812,-0.0342654,2.71543,81.5606,-377.296,448.221
657,0,0.0606148,-0.034202,2.7536,82.8003,-380.105,447.919
658,0,0.00714924,-0.03055,2.79288,84.4376,-382.789,448.198
659,0,0.020616,-0.0266915,2.81277,85.6845,-385.608,448.256
660,0,0.0311852,-0.0103541,2.85213,87.056,-388.475,448.322
661,0,0.0157188,-0.0179284,2.8861,88.7514,-391.204,448.253
662,0,0.00683837,-0.0185778,2.92113,90.2807,-393.942,448.312
663,0,0.0186682,-0.0334612,2.95167,91.8124,-396.718,448.178
664,0,0.0332036,0.00884396,2.98056,93.3874,-399.557,448.003
665,0,0.0471072,-0.00811377,3.00734,94.9907,-402.362,447.759
666,0,0.0360492,-0.0757028,3.05927,96.8312,-405.045,447.495
667,0,0.0300394,-0.0409161,3.08069,98.5265,-407.812,447.418
668,0,0.0507136,-0.0498611,3.10923,100.197,-410.578,447.199
669,0,0.0526613,-0.0640751,3.13895,101.919,-413.158,446.985
670,0,0.0532433,-0.0655653,3.16261,103.763,-415.929,446.852
671,0,0.0746531,-0.0743312,3.1924,105.505,-418.555,446.531
672,0,0.0435095,-0.0529528,3.23371,107.66,-421.233,446.502
673,0,0.0431408,-0.0628838,3.26204,109.608,-423.914,446.272
674,0,0.059246,-0.0588112,3.29679,111.545,-426.484,445.998
675,0,0.0555097,-0.056684,3.32382,113.659,-429.144,445.676
676,0,0.0247212,-0.0583079,3.36201,115.867,-431.601,445.264
677,0,0.0621253,-0.0920447,3.40058,117.998,-434.077,444.915
678,0,0.0370218,-0.0570579,3.43544,120.144,-436.921,444.547
679,0,0.0416268,-0.0450752,3.46786,122.376,-439.427,444.363
680,0,0.0350121,-0.0552513,3.50054,124.611,-442.004,443.897
681,0,0.0888958,-0.068183,3.53088,126.909,-444.351,443.399
682,0,0.0645575,-0.0654344,3.56466,129.238,-446.891,443.186
683,0,0.0580945,-0.0721499,3.60095,131.605,-449.337,442.784
684,0,0.0453953,-0.0575865,3.63485,134.08,-451.842,442.527
685,0,0.0705885,-0.0833867,3.6642,136.417,-454.196,442.055
686,0,0.0534996,-0.0839312,3.70702,138.957,-456.518,441.703
687,0,0.0690125,-0.0941218,3.73638,141.425,-458.901,441.327
688,0,0.0611539,-0.0932056,3.77346,144.028,-461.252,440.879
689,0,0.0639161,-0.0990591,3.80443,146.608,-463.681,440.606
690,0,0.106825,-0.112012,3.82944,149.031,-465.92,440.037
691,0,0.0767888,-0.106791,3.86544,151.668,-468.358,439.973
692,0,0.0865784,-0.101866,3.8947,154.343,-470.613,439.51
693,0,0.0926738,-0.104597,3.92784,157.013,-472.917,439.186
694,0,0.0906115,-0.0940375,3.95684,159.687,-475.197,438.975
695,0,0.122104,-0.103291,3.98627,162.374,-477.412,438.474
696,0,0.10773,-0.0916595,4.02297,165.198,-479.678,438.367
697,0,0.0457749,-0.0878761,4.06901,168.023,-481.741,438.13
698,0,0.0400219,-0.0754448,4.10313,170.811,-484.017,438.031
699,0,0.100895,-0.0824338,4.12863,173.415,-486.087,437.547
700,0,0.0745317,-0.0878724,4.17384,176.21,-488.227,437.499
701,0,0.0229036,-0.0280918,4.20722,179.182,-490.359,437.353
702,0,0.0517623,-0.0469377,4.24099,181.824,-492.503,437.206
703,0,0.0503052,-0.0389836,4.26816,184.709,-494.489,437.113
704,0,0.0579214,-0.050358,4.29545,187.602,-496.521,436.992
705,0,0.0443755,-0.0290122,4.32409,190.462,-498.56,436.781
706,0,0.0365625,-0.0418282,4.34829,193.509,-500.576,436.824
707,0,0.0877317,-0.0330425,4.38285,196.257,-502.416,436.522
708,0,0.0945952,-0.0492039,4.41247,198.995,-504.381,436.444
709,0,0.0648261,-0.0452169,4.44497,201.814,-506.193,436.551
710,0,0.10481,-0.0630661,4.48462,204.6,-508.143,436.604
711,0,0.079071,-0.101095,4.51613,207.388,-509.863,436.725
712,0,0.0827615,-0.100424,4.54315,210.206,-511.554,436.748
713,0,0.157489,-0.125233,4.57175,212.771,-513.171,436.487
714,0,0.105029,-0.124277,4.60103,215.776,-514.977,436.71
715,0,0.160392,-0.125309,4.62838,218.499,-516.552,436.483
716,0,0.127671,-0.162306,4.65804,221.372,-518.212,436.751
717,0,0.123318,-0.0750299,4.70367,224.063,-519.974,436.637
718,0,0.171555,-0.0578377,4.73723,226.847,-521.691,436.658
719,0,0.148199,-0.0715102,4.76582,229.679,-523.143,436.86
720,0,0.20621,-0.0776066,4.79261,232.427,-524.715,436.787
721,0,0.14588,-0.0637311,4.82808,235.184,-526.214,437.099
722,0,0.115244,-0.094309,4.865,238.01,-527.632,437.195
723,0,0.105007,-0.0859041,4.8963,240.76,-529.082,437.433
724,0,0.213915,-0.00279117,4.92196,243.417,-530.619,437.222
725,0,0.0738787,-0.0936801,4.95952,246.17,-531.837,437.76
726,0,0.124764,-0.0385515,4.99454,248.845,-533.355,437.666
727,0,0.115405,-0.103165,5.02215,251.563,-534.616,437.966
728,0,0.106162,-0.110842,5.05632,254.083,-535.967,438.051
729,0,0.13621,-0.0752791,5.09054,256.758,-537.382,438.244
730,0,0.0256032,-0.0721683,5.13535,259.408,-538.559,438.461
731,0,0.0917271,-0.123925,5.15941,262.028,-539.906,438.713
732,0,0.113469,0.0133435,5.18603,264.762,-541.256,438.632
733,0,-0.00659554,-0.0189619,5.22347,267.444,-542.312,439.004
734,0,0.0597116,-0.0678817,5.24584,269.945,-543.611,439.238
735,0,0.0274041,-0.0109769,5.28666,272.384,-544.874,439.342
736,0,0.0749614,-0.013462,5.30642,274.989,-546.205,439.721
737,0,0.0992456,0.0381198,5.33734,277.483,-547.329,439.793
738,0,0.0181791,-0.0860428,5.36938,280.019,-548.351,440.288
739,0,0.0544216,0.00408873,5.40276,282.313,-549.656,440.305
740,0,0.10734,-0.0421476,5.42825,284.763,-550.783,440.687
741,0,0.0202231,-0.07137,5.4691,287.114,-551.919,440.973
